id,price
Bawang Merah/Jambi/2024-10-01,23846.54
Bawang Merah/Jambi/2024-10-02,23995.832
Bawang Merah/Jambi/2024-10-03,23961.037
Bawang Merah/Jambi/2024-10-04,24144.73
Bawang Merah/Jambi/2024-10-05,24393.672
Bawang Merah/Jambi/2024-10-06,24307.947
Bawang Merah/Jambi/2024-10-07,23849.293
Bawang Merah/Jambi/2024-10-08,23890.252
Bawang Merah/Jambi/2024-10-09,23896.715
Bawang Merah/Jambi/2024-10-10,23847.184
Bawang Merah/Jambi/2024-10-11,24066.945
Bawang Merah/Jambi/2024-10-12,24153.572
Bawang Merah/Jambi/2024-10-13,24260.045
Bawang Merah/Jambi/2024-10-14,23932.877
Bawang Merah/Jambi/2024-10-15,24127.63
Bawang Merah/Jambi/2024-10-16,24114.602
Bawang Merah/Jambi/2024-10-17,24171.555
Bawang Merah/Jambi/2024-10-18,24290.957
Bawang Merah/Jambi/2024-10-19,24315.43
Bawang Merah/Jambi/2024-10-20,24477.98
Bawang Merah/Jambi/2024-10-21,24089.209
Bawang Merah/Jambi/2024-10-22,24091.59
Bawang Merah/Jambi/2024-10-23,24222.502
Bawang Merah/Jambi/2024-10-24,24313.69
Bawang Merah/Jambi/2024-10-25,24825.236
Bawang Merah/Jambi/2024-10-26,24895.922
Bawang Merah/Jambi/2024-10-27,24731.223
Bawang Merah/Jambi/2024-10-28,24269.223
Bawang Merah/Jambi/2024-10-29,24545.348
Bawang Merah/Jambi/2024-10-30,25291.922
Bawang Merah/Jambi/2024-10-31,25351.46
Bawang Merah/Jambi/2024-11-01,24492.17
Bawang Merah/Jambi/2024-11-02,24723.395
Bawang Merah/Jambi/2024-11-03,24677.89
Bawang Merah/Jambi/2024-11-04,23120.18
Bawang Merah/Jambi/2024-11-05,23260.396
Bawang Merah/Jambi/2024-11-06,23479.77
Bawang Merah/Jambi/2024-11-07,23536.812
Bawang Merah/Jambi/2024-11-08,23837.148
Bawang Merah/Jambi/2024-11-09,24011.47
Bawang Merah/Jambi/2024-11-10,23923.469
Bawang Merah/Jambi/2024-11-11,22399.469
Bawang Merah/Jambi/2024-11-12,22616.896
Bawang Merah/Jambi/2024-11-13,23056.63
Bawang Merah/Jambi/2024-11-14,22841.445
Bawang Merah/Jambi/2024-11-15,22852.963
Bawang Merah/Jambi/2024-11-16,23005.75
Bawang Merah/Jambi/2024-11-17,22845.07
Bawang Merah/Jambi/2024-11-18,23425.941
Bawang Merah/Jambi/2024-11-19,23621.258
Bawang Merah/Jambi/2024-11-20,23831.79
Bawang Merah/Jambi/2024-11-21,23761.56
Bawang Merah/Jambi/2024-11-22,23838.328
Bawang Merah/Jambi/2024-11-23,23885.639
Bawang Merah/Jambi/2024-11-24,24023.566
Bawang Merah/Jambi/2024-11-25,24185.195
Bawang Merah/Jambi/2024-11-26,24397.37
Bawang Merah/Jambi/2024-11-27,24553.455
Bawang Merah/Jambi/2024-11-28,24524.158
Bawang Merah/Jambi/2024-11-29,24585.102
Bawang Merah/Jambi/2024-11-30,24595.588
Bawang Merah/Jambi/2024-12-01,24696.416
Bawang Merah/Jambi/2024-12-02,25473.957
Bawang Merah/Jambi/2024-12-03,25410.383
Bawang Merah/Jambi/2024-12-04,25837.492
Bawang Merah/Jambi/2024-12-05,25531.213
Bawang Merah/Jambi/2024-12-06,25630.338
Bawang Merah/Jambi/2024-12-07,25743.844
Bawang Merah/Jambi/2024-12-08,26066.047
Bawang Merah/Jambi/2024-12-09,28277.541
Bawang Merah/Jambi/2024-12-10,28083.604
Bawang Merah/Jambi/2024-12-11,27824.639
Bawang Merah/Jambi/2024-12-12,27681.664
Bawang Merah/Jambi/2024-12-13,27834.8
Bawang Merah/Jambi/2024-12-14,27965.72
Bawang Merah/Jambi/2024-12-15,28252.13
Bawang Merah/Jambi/2024-12-16,28842.773
Bawang Merah/Jambi/2024-12-17,28541.146
Bawang Merah/Jambi/2024-12-18,28454.521
Bawang Merah/Jambi/2024-12-19,28541.613
Bawang Merah/Jambi/2024-12-20,28489.041
Bawang Merah/Jambi/2024-12-21,28528.293
Bawang Merah/Jambi/2024-12-22,29505.215
Bawang Merah/Jambi/2024-12-23,29152.432
Bawang Merah/Jambi/2024-12-24,28883.297
Bawang Merah/Jambi/2024-12-25,28348.3
Bawang Merah/Jambi/2024-12-26,28287.855
Bawang Merah/Jambi/2024-12-27,28062.486
Bawang Merah/Jambi/2024-12-28,27941.072
Bawang Merah/Jambi/2024-12-29,28435.156
Bawang Merah/Jambi/2024-12-30,31209.387
Bawang Merah/Jambi/2024-12-31,30981.547
