id,price
Bawang Putih Bonggol/Aceh/2024-10-01,38901.344
Bawang Putih Bonggol/Aceh/2024-10-02,38876.527
Bawang Putih Bonggol/Aceh/2024-10-03,39003.52
Bawang Putih Bonggol/Aceh/2024-10-04,38940.484
Bawang Putih Bonggol/Aceh/2024-10-05,39010.242
Bawang Putih Bonggol/Aceh/2024-10-06,38943.805
Bawang Putih Bonggol/Aceh/2024-10-07,38857.36
Bawang Putih Bonggol/Aceh/2024-10-08,38930.395
Bawang Putih Bonggol/Aceh/2024-10-09,38691.77
Bawang Putih Bonggol/Aceh/2024-10-10,38969.395
Bawang Putih Bonggol/Aceh/2024-10-11,39055.94
Bawang Putih Bonggol/Aceh/2024-10-12,39070.62
Bawang Putih Bonggol/Aceh/2024-10-13,39129.22
Bawang Putih Bonggol/Aceh/2024-10-14,39194.676
Bawang Putih Bonggol/Aceh/2024-10-15,39185.406
Bawang Putih Bonggol/Aceh/2024-10-16,39091.4
Bawang Putih Bonggol/Aceh/2024-10-17,39102.906
Bawang Putih Bonggol/Aceh/2024-10-18,39117.188
Bawang Putih Bonggol/Aceh/2024-10-19,39109.188
Bawang Putih Bonggol/Aceh/2024-10-20,39072.83
Bawang Putih Bonggol/Aceh/2024-10-21,39100.168
Bawang Putih Bonggol/Aceh/2024-10-22,39208.83
Bawang Putih Bonggol/Aceh/2024-10-23,39124.715
Bawang Putih Bonggol/Aceh/2024-10-24,39117.375
Bawang Putih Bonggol/Aceh/2024-10-25,39113.89
Bawang Putih Bonggol/Aceh/2024-10-26,39095.47
Bawang Putih Bonggol/Aceh/2024-10-27,39167.22
Bawang Putih Bonggol/Aceh/2024-10-28,39184.98
Bawang Putih Bonggol/Aceh/2024-10-29,39124.027
Bawang Putih Bonggol/Aceh/2024-10-30,39124.21
Bawang Putih Bonggol/Aceh/2024-10-31,39092.023
Bawang Putih Bonggol/Aceh/2024-11-01,38932.555
Bawang Putih Bonggol/Aceh/2024-11-02,38878.176
Bawang Putih Bonggol/Aceh/2024-11-03,38915.992
Bawang Putih Bonggol/Aceh/2024-11-04,38796.957
Bawang Putih Bonggol/Aceh/2024-11-05,39037.137
Bawang Putih Bonggol/Aceh/2024-11-06,38942.6
Bawang Putih Bonggol/Aceh/2024-11-07,39114.402
Bawang Putih Bonggol/Aceh/2024-11-08,38783.12
Bawang Putih Bonggol/Aceh/2024-11-09,38666.203
Bawang Putih Bonggol/Aceh/2024-11-10,38903.883
Bawang Putih Bonggol/Aceh/2024-11-11,39093.777
Bawang Putih Bonggol/Aceh/2024-11-12,39094.266
Bawang Putih Bonggol/Aceh/2024-11-13,39064.465
Bawang Putih Bonggol/Aceh/2024-11-14,39102.906
Bawang Putih Bonggol/Aceh/2024-11-15,39105.594
Bawang Putih Bonggol/Aceh/2024-11-16,39107.89
Bawang Putih Bonggol/Aceh/2024-11-17,39147.195
Bawang Putih Bonggol/Aceh/2024-11-18,39194.676
Bawang Putih Bonggol/Aceh/2024-11-19,39193.598
Bawang Putih Bonggol/Aceh/2024-11-20,39008.76
Bawang Putih Bonggol/Aceh/2024-11-21,38991.28
Bawang Putih Bonggol/Aceh/2024-11-22,39103.75
Bawang Putih Bonggol/Aceh/2024-11-23,39152.984
Bawang Putih Bonggol/Aceh/2024-11-24,39213.51
Bawang Putih Bonggol/Aceh/2024-11-25,39214.453
Bawang Putih Bonggol/Aceh/2024-11-26,39172.875
Bawang Putih Bonggol/Aceh/2024-11-27,39179.35
Bawang Putih Bonggol/Aceh/2024-11-28,39133.414
Bawang Putih Bonggol/Aceh/2024-11-29,39096.18
Bawang Putih Bonggol/Aceh/2024-11-30,39110.207
Bawang Putih Bonggol/Aceh/2024-12-01,38895.8
Bawang Putih Bonggol/Aceh/2024-12-02,38848.62
Bawang Putih Bonggol/Aceh/2024-12-03,39071.477
Bawang Putih Bonggol/Aceh/2024-12-04,38876.203
Bawang Putih Bonggol/Aceh/2024-12-05,39094.684
Bawang Putih Bonggol/Aceh/2024-12-06,38912.688
Bawang Putih Bonggol/Aceh/2024-12-07,39005.57
Bawang Putih Bonggol/Aceh/2024-12-08,38737.297
Bawang Putih Bonggol/Aceh/2024-12-09,38834.895
Bawang Putih Bonggol/Aceh/2024-12-10,39056.066
Bawang Putih Bonggol/Aceh/2024-12-11,39020.848
Bawang Putih Bonggol/Aceh/2024-12-12,39049.56
Bawang Putih Bonggol/Aceh/2024-12-13,39065.66
Bawang Putih Bonggol/Aceh/2024-12-14,39139.52
Bawang Putih Bonggol/Aceh/2024-12-15,39179.695
Bawang Putih Bonggol/Aceh/2024-12-16,39195.375
Bawang Putih Bonggol/Aceh/2024-12-17,39156.863
Bawang Putih Bonggol/Aceh/2024-12-18,39096.668
Bawang Putih Bonggol/Aceh/2024-12-19,39109.95
Bawang Putih Bonggol/Aceh/2024-12-20,39005.562
Bawang Putih Bonggol/Aceh/2024-12-21,39009.684
Bawang Putih Bonggol/Aceh/2024-12-22,39203.37
Bawang Putih Bonggol/Aceh/2024-12-23,39261.984
Bawang Putih Bonggol/Aceh/2024-12-24,39238.715
Bawang Putih Bonggol/Aceh/2024-12-25,39154.6
Bawang Putih Bonggol/Aceh/2024-12-26,39077.066
Bawang Putih Bonggol/Aceh/2024-12-27,39156.406
Bawang Putih Bonggol/Aceh/2024-12-28,39146.5
Bawang Putih Bonggol/Aceh/2024-12-29,39101.242
Bawang Putih Bonggol/Aceh/2024-12-30,38344.375
Bawang Putih Bonggol/Aceh/2024-12-31,38331.47
