id,price
Bawang Putih Bonggol/Kalimantan Utara/2024-10-01,43207.88353037776
Bawang Putih Bonggol/Kalimantan Utara/2024-10-02,43476.328021014226
Bawang Putih Bonggol/Kalimantan Utara/2024-10-03,43167.4096005015
Bawang Putih Bonggol/Kalimantan Utara/2024-10-04,43057.382270819086
Bawang Putih Bonggol/Kalimantan Utara/2024-10-05,43021.4272781591
Bawang Putih Bonggol/Kalimantan Utara/2024-10-06,42907.841994059294
Bawang Putih Bonggol/Kalimantan Utara/2024-10-07,43026.489561075075
Bawang Putih Bonggol/Kalimantan Utara/2024-10-08,43117.73742587472
Bawang Putih Bonggol/Kalimantan Utara/2024-10-09,43145.46048248459
Bawang Putih Bonggol/Kalimantan Utara/2024-10-10,43210.1346234543
Bawang Putih Bonggol/Kalimantan Utara/2024-10-11,42931.13335692674
Bawang Putih Bonggol/Kalimantan Utara/2024-10-12,42980.353085695926
Bawang Putih Bonggol/Kalimantan Utara/2024-10-13,43077.32150748414
Bawang Putih Bonggol/Kalimantan Utara/2024-10-14,43488.117294851414
Bawang Putih Bonggol/Kalimantan Utara/2024-10-15,43001.23302798225
Bawang Putih Bonggol/Kalimantan Utara/2024-10-16,42835.534035616336
Bawang Putih Bonggol/Kalimantan Utara/2024-10-17,42854.54944870711
Bawang Putih Bonggol/Kalimantan Utara/2024-10-18,42945.85469051503
Bawang Putih Bonggol/Kalimantan Utara/2024-10-19,43142.94419656597
Bawang Putih Bonggol/Kalimantan Utara/2024-10-20,43119.18709201646
Bawang Putih Bonggol/Kalimantan Utara/2024-10-21,43160.20302210353
Bawang Putih Bonggol/Kalimantan Utara/2024-10-22,43210.74191588019
Bawang Putih Bonggol/Kalimantan Utara/2024-10-23,42958.829837426034
Bawang Putih Bonggol/Kalimantan Utara/2024-10-24,42949.283520946876
Bawang Putih Bonggol/Kalimantan Utara/2024-10-25,43043.5133392297
Bawang Putih Bonggol/Kalimantan Utara/2024-10-26,43452.691365923194
Bawang Putih Bonggol/Kalimantan Utara/2024-10-27,42985.21597514835
Bawang Putih Bonggol/Kalimantan Utara/2024-10-28,42933.66462558186
Bawang Putih Bonggol/Kalimantan Utara/2024-10-29,42947.49550363321
Bawang Putih Bonggol/Kalimantan Utara/2024-10-30,42952.5638957156
Bawang Putih Bonggol/Kalimantan Utara/2024-10-31,43176.36745199122
Bawang Putih Bonggol/Kalimantan Utara/2024-11-01,43135.90479858849
Bawang Putih Bonggol/Kalimantan Utara/2024-11-02,43150.73878926841
Bawang Putih Bonggol/Kalimantan Utara/2024-11-03,43202.61084919806
Bawang Putih Bonggol/Kalimantan Utara/2024-11-04,42937.64776000067
Bawang Putih Bonggol/Kalimantan Utara/2024-11-05,42882.47550921368
Bawang Putih Bonggol/Kalimantan Utara/2024-11-06,43058.03065926721
Bawang Putih Bonggol/Kalimantan Utara/2024-11-07,43429.10884199033
Bawang Putih Bonggol/Kalimantan Utara/2024-11-08,42999.30515725795
Bawang Putih Bonggol/Kalimantan Utara/2024-11-09,42897.62403440769
Bawang Putih Bonggol/Kalimantan Utara/2024-11-10,42899.35448496994
