id,price
Minyak Goreng Kemasan Sederhana/Sulawesi Tenggara/2024-10-01,20018.08408213327
Minyak Goreng Kemasan Sederhana/Sulawesi Tenggara/2024-10-02,20069.96361449316
Minyak Goreng Kemasan Sederhana/Sulawesi Tenggara/2024-10-03,20113.51055847962
Minyak Goreng Kemasan Sederhana/Sulawesi Tenggara/2024-10-04,19885.241891942464
Minyak Goreng Kemasan Sederhana/Sulawesi Tenggara/2024-10-05,20061.78173511979
Minyak Goreng Kemasan Sederhana/Sulawesi Tenggara/2024-10-06,20040.58190355117
Minyak Goreng Kemasan Sederhana/Sulawesi Tenggara/2024-10-07,20149.557854179446
Minyak Goreng Kemasan Sederhana/Sulawesi Tenggara/2024-10-08,19964.844287777876
Minyak Goreng Kemasan Sederhana/Sulawesi Tenggara/2024-10-09,20013.143592046163
Minyak Goreng Kemasan Sederhana/Sulawesi Tenggara/2024-10-10,19886.434191889774
Minyak Goreng Kemasan Sederhana/Sulawesi Tenggara/2024-10-11,20001.978953590107
Minyak Goreng Kemasan Sederhana/Sulawesi Tenggara/2024-10-12,20005.54260572766
Minyak Goreng Kemasan Sederhana/Sulawesi Tenggara/2024-10-13,20016.33870736426
Minyak Goreng Kemasan Sederhana/Sulawesi Tenggara/2024-10-14,19988.69622741559
Minyak Goreng Kemasan Sederhana/Sulawesi Tenggara/2024-10-15,20085.993980825482
Minyak Goreng Kemasan Sederhana/Sulawesi Tenggara/2024-10-16,19785.678499683057
Minyak Goreng Kemasan Sederhana/Sulawesi Tenggara/2024-10-17,20023.773082602995
Minyak Goreng Kemasan Sederhana/Sulawesi Tenggara/2024-10-18,19999.7030606316
Minyak Goreng Kemasan Sederhana/Sulawesi Tenggara/2024-10-19,20090.489200647375
Minyak Goreng Kemasan Sederhana/Sulawesi Tenggara/2024-10-20,19994.154599308502
Minyak Goreng Kemasan Sederhana/Sulawesi Tenggara/2024-10-21,19946.71110476158
