id,price
Daging Sapi Murni/Riau/2024-10-01,144401.31600285287
Daging Sapi Murni/Riau/2024-10-02,143595.25904384349
Daging Sapi Murni/Riau/2024-10-03,144666.38010267893
Daging Sapi Murni/Riau/2024-10-04,145198.45766198044
Daging Sapi Murni/Riau/2024-10-05,144746.35909497953
Daging Sapi Murni/Riau/2024-10-06,143738.06416412562
Daging Sapi Murni/Riau/2024-10-07,144319.90929137846
Daging Sapi Murni/Riau/2024-10-08,145085.60819153162
Daging Sapi Murni/Riau/2024-10-09,145489.8970430978
Daging Sapi Murni/Riau/2024-10-10,145209.72553769115
Daging Sapi Murni/Riau/2024-10-11,145024.5621515585
Daging Sapi Murni/Riau/2024-10-12,144307.06830955675
Daging Sapi Murni/Riau/2024-10-13,144389.02590073468
Daging Sapi Murni/Riau/2024-10-14,143792.75832530038
Daging Sapi Murni/Riau/2024-10-15,144508.07025967186
Daging Sapi Murni/Riau/2024-10-16,144948.64957451343
Daging Sapi Murni/Riau/2024-10-17,144603.9464490493
Daging Sapi Murni/Riau/2024-10-18,143864.90050444254
Daging Sapi Murni/Riau/2024-10-19,144255.9587934174
Daging Sapi Murni/Riau/2024-10-20,144978.90930262697
Daging Sapi Murni/Riau/2024-10-21,145222.90855793562
Daging Sapi Murni/Riau/2024-10-22,144868.3354878251
Daging Sapi Murni/Riau/2024-10-23,144867.2939393816
Daging Sapi Murni/Riau/2024-10-24,144242.0610664478
Daging Sapi Murni/Riau/2024-10-25,144311.13548207996
Daging Sapi Murni/Riau/2024-10-26,143714.86790664567
Daging Sapi Murni/Riau/2024-10-27,144430.17984101715
Daging Sapi Murni/Riau/2024-10-28,144870.75915585872
Daging Sapi Murni/Riau/2024-10-29,144526.0560303946
Daging Sapi Murni/Riau/2024-10-30,143787.0100857878
Daging Sapi Murni/Riau/2024-10-31,144178.06837476266
Daging Sapi Murni/Riau/2024-11-01,144901.01888397223
Daging Sapi Murni/Riau/2024-11-02,145145.0181392809
Daging Sapi Murni/Riau/2024-11-03,144790.44506917038
Daging Sapi Murni/Riau/2024-11-04,144789.4035207269
Daging Sapi Murni/Riau/2024-11-05,144164.17064779307
Daging Sapi Murni/Riau/2024-11-06,144233.24506342525
Daging Sapi Murni/Riau/2024-11-07,143636.97748799095
Daging Sapi Murni/Riau/2024-11-08,144352.28942236243
Daging Sapi Murni/Riau/2024-11-09,144792.868737204
Daging Sapi Murni/Riau/2024-11-10,144448.16561173988
Daging Sapi Murni/Riau/2024-11-11,143709.11966713308
Daging Sapi Murni/Riau/2024-11-12,144100.17795610795
Daging Sapi Murni/Riau/2024-11-13,144823.1284653175
Daging Sapi Murni/Riau/2024-11-14,145067.1277206262
Daging Sapi Murni/Riau/2024-11-15,144712.55465051567
Daging Sapi Murni/Riau/2024-11-16,144711.51310207217
Daging Sapi Murni/Riau/2024-11-17,144086.28022913836
Daging Sapi Murni/Riau/2024-11-18,144155.35464477053
Daging Sapi Murni/Riau/2024-11-19,143559.08706933624
Daging Sapi Murni/Riau/2024-11-20,144274.39900370772
Daging Sapi Murni/Riau/2024-11-21,144714.97831854929
Daging Sapi Murni/Riau/2024-11-22,144370.27519308517
Daging Sapi Murni/Riau/2024-11-23,143631.22924847837
Daging Sapi Murni/Riau/2024-11-24,144022.28753745323
Daging Sapi Murni/Riau/2024-11-25,144745.2380466628
Daging Sapi Murni/Riau/2024-11-26,144989.23730197147
Daging Sapi Murni/Riau/2024-11-27,144634.66423186095
Daging Sapi Murni/Riau/2024-11-28,144633.62268341746
Daging Sapi Murni/Riau/2024-11-29,144008.38981048364
Daging Sapi Murni/Riau/2024-11-30,144077.46422611582
Daging Sapi Murni/Riau/2024-12-01,143481.19665068152
Daging Sapi Murni/Riau/2024-12-02,144196.508585053
Daging Sapi Murni/Riau/2024-12-03,144637.08789989457
Daging Sapi Murni/Riau/2024-12-04,144292.38477443045
Daging Sapi Murni/Riau/2024-12-05,143553.33882982365
Daging Sapi Murni/Riau/2024-12-06,143944.39711879852
Daging Sapi Murni/Riau/2024-12-07,144667.34762800808
Daging Sapi Murni/Riau/2024-12-08,144911.34688331676
Daging Sapi Murni/Riau/2024-12-09,144556.77381320624
Daging Sapi Murni/Riau/2024-12-10,144555.73226476274
Daging Sapi Murni/Riau/2024-12-11,143930.49939182893
Daging Sapi Murni/Riau/2024-12-12,143999.5738074611
Daging Sapi Murni/Riau/2024-12-13,143403.3062320268
Daging Sapi Murni/Riau/2024-12-14,144118.6181663983
Daging Sapi Murni/Riau/2024-12-15,144559.19748123985
Daging Sapi Murni/Riau/2024-12-16,144214.49435577574
Daging Sapi Murni/Riau/2024-12-17,143475.44841116894
Daging Sapi Murni/Riau/2024-12-18,143866.5067001438
Daging Sapi Murni/Riau/2024-12-19,144589.45720935336
Daging Sapi Murni/Riau/2024-12-20,144833.45646466204
Daging Sapi Murni/Riau/2024-12-21,144478.88339455152
Daging Sapi Murni/Riau/2024-12-22,144477.84184610803
Daging Sapi Murni/Riau/2024-12-23,143852.6089731742
Daging Sapi Murni/Riau/2024-12-24,143921.68338880638
Daging Sapi Murni/Riau/2024-12-25,143325.4158133721
Daging Sapi Murni/Riau/2024-12-26,144040.72774774357
Daging Sapi Murni/Riau/2024-12-27,144481.30706258514
Daging Sapi Murni/Riau/2024-12-28,144136.60393712102
Daging Sapi Murni/Riau/2024-12-29,143397.55799251422
Daging Sapi Murni/Riau/2024-12-30,143788.61628148908
Daging Sapi Murni/Riau/2024-12-31,144511.56679069865
