id,price
Daging Sapi Murni/Sulawesi Tengah/2024-10-01,136127.53075720108
Daging Sapi Murni/Sulawesi Tengah/2024-10-02,136132.15082852254
Daging Sapi Murni/Sulawesi Tengah/2024-10-03,136121.21178151414
Daging Sapi Murni/Sulawesi Tengah/2024-10-04,135954.80602483577
Daging Sapi Murni/Sulawesi Tengah/2024-10-05,136271.87680254944
Daging Sapi Murni/Sulawesi Tengah/2024-10-06,136113.96962618662
Daging Sapi Murni/Sulawesi Tengah/2024-10-07,136054.6643521475
Daging Sapi Murni/Sulawesi Tengah/2024-10-08,136103.5314207053
Daging Sapi Murni/Sulawesi Tengah/2024-10-09,136161.42107960157
Daging Sapi Murni/Sulawesi Tengah/2024-10-10,135951.0775595161
Daging Sapi Murni/Sulawesi Tengah/2024-10-11,135755.61730090954
Daging Sapi Murni/Sulawesi Tengah/2024-10-12,135839.99566713694
Daging Sapi Murni/Sulawesi Tengah/2024-10-13,137116.47424203326
Daging Sapi Murni/Sulawesi Tengah/2024-10-14,137118.01817087046
Daging Sapi Murni/Sulawesi Tengah/2024-10-15,137010.50924856318
Daging Sapi Murni/Sulawesi Tengah/2024-10-16,136978.1212307706
Daging Sapi Murni/Sulawesi Tengah/2024-10-17,137191.37036389575
Daging Sapi Murni/Sulawesi Tengah/2024-10-18,137098.2180470305
Daging Sapi Murni/Sulawesi Tengah/2024-10-19,136995.3020181948
Daging Sapi Murni/Sulawesi Tengah/2024-10-20,137049.7175317949
Daging Sapi Murni/Sulawesi Tengah/2024-10-21,137032.0856153836
Daging Sapi Murni/Sulawesi Tengah/2024-10-22,136790.63362327855
Daging Sapi Murni/Sulawesi Tengah/2024-10-23,136617.3621266968
Daging Sapi Murni/Sulawesi Tengah/2024-10-24,136552.02325167978
Daging Sapi Murni/Sulawesi Tengah/2024-10-25,137850.69784742978
Daging Sapi Murni/Sulawesi Tengah/2024-10-26,137857.50523108293
Daging Sapi Murni/Sulawesi Tengah/2024-10-27,137747.8737584656
Daging Sapi Murni/Sulawesi Tengah/2024-10-28,137715.5113088502
Daging Sapi Murni/Sulawesi Tengah/2024-10-29,137928.88042616996
Daging Sapi Murni/Sulawesi Tengah/2024-10-30,137835.7077888336
Daging Sapi Murni/Sulawesi Tengah/2024-10-31,137732.7879392078
Daging Sapi Murni/Sulawesi Tengah/2024-11-01,137787.20523942178
Daging Sapi Murni/Sulawesi Tengah/2024-11-02,137769.57326587613
Daging Sapi Murni/Sulawesi Tengah/2024-11-03,137528.12117836485
Daging Sapi Murni/Sulawesi Tengah/2024-11-04,137354.8497000911
Daging Sapi Murni/Sulawesi Tengah/2024-11-05,137289.51082777488
Daging Sapi Murni/Sulawesi Tengah/2024-11-06,138588.1854220316
Daging Sapi Murni/Sulawesi Tengah/2024-11-07,138594.99280576129
Daging Sapi Murni/Sulawesi Tengah/2024-11-08,138485.3613332192
Daging Sapi Murni/Sulawesi Tengah/2024-11-09,138452.99888358748
Daging Sapi Murni/Sulawesi Tengah/2024-11-10,138666.3680009054
Daging Sapi Murni/Sulawesi Tengah/2024-11-11,138573.1953635703
Daging Sapi Murni/Sulawesi Tengah/2024-11-12,138470.27551394445
Daging Sapi Murni/Sulawesi Tengah/2024-11-13,138524.69281415836
Daging Sapi Murni/Sulawesi Tengah/2024-11-14,138507.0608406127
Daging Sapi Murni/Sulawesi Tengah/2024-11-15,138265.60875310143
Daging Sapi Murni/Sulawesi Tengah/2024-11-16,138092.33727482767
Daging Sapi Murni/Sulawesi Tengah/2024-11-17,138026.99840251144
Daging Sapi Murni/Sulawesi Tengah/2024-11-18,139325.67299676815
Daging Sapi Murni/Sulawesi Tengah/2024-11-19,139332.48038049784
Daging Sapi Murni/Sulawesi Tengah/2024-11-20,139222.84890795575
Daging Sapi Murni/Sulawesi Tengah/2024-11-21,139190.48645832404
Daging Sapi Murni/Sulawesi Tengah/2024-11-22,139403.85557564197
Daging Sapi Murni/Sulawesi Tengah/2024-11-23,139310.68293830685
Daging Sapi Murni/Sulawesi Tengah/2024-11-24,139207.763088681
Daging Sapi Murni/Sulawesi Tengah/2024-11-25,139262.18038889492
Daging Sapi Murni/Sulawesi Tengah/2024-11-26,139244.54841534927
Daging Sapi Murni/Sulawesi Tengah/2024-11-27,139003.096327838
Daging Sapi Murni/Sulawesi Tengah/2024-11-28,138829.82484956423
Daging Sapi Murni/Sulawesi Tengah/2024-11-29,138764.485977248
Daging Sapi Murni/Sulawesi Tengah/2024-11-30,140063.1605715047
Daging Sapi Murni/Sulawesi Tengah/2024-12-01,140069.9679552344
Daging Sapi Murni/Sulawesi Tengah/2024-12-02,139960.3364826923
Daging Sapi Murni/Sulawesi Tengah/2024-12-03,139927.9740330606
Daging Sapi Murni/Sulawesi Tengah/2024-12-04,140141.34315037853
Daging Sapi Murni/Sulawesi Tengah/2024-12-05,140048.1705130434
Daging Sapi Murni/Sulawesi Tengah/2024-12-06,139945.25066341757
Daging Sapi Murni/Sulawesi Tengah/2024-12-07,139999.66796363148
Daging Sapi Murni/Sulawesi Tengah/2024-12-08,139982.03599008583
Daging Sapi Murni/Sulawesi Tengah/2024-12-09,139740.58390257455
Daging Sapi Murni/Sulawesi Tengah/2024-12-10,139567.3124243008
Daging Sapi Murni/Sulawesi Tengah/2024-12-11,139501.97355198456
Daging Sapi Murni/Sulawesi Tengah/2024-12-12,140800.64814624126
Daging Sapi Murni/Sulawesi Tengah/2024-12-13,140807.45552997096
Daging Sapi Murni/Sulawesi Tengah/2024-12-14,140697.82405742886
Daging Sapi Murni/Sulawesi Tengah/2024-12-15,140665.46160779716
Daging Sapi Murni/Sulawesi Tengah/2024-12-16,140878.83072511508
Daging Sapi Murni/Sulawesi Tengah/2024-12-17,140785.65808777997
Daging Sapi Murni/Sulawesi Tengah/2024-12-18,140682.73823815412
Daging Sapi Murni/Sulawesi Tengah/2024-12-19,140737.15553836804
Daging Sapi Murni/Sulawesi Tengah/2024-12-20,140719.5235648224
Daging Sapi Murni/Sulawesi Tengah/2024-12-21,140478.0714773111
Daging Sapi Murni/Sulawesi Tengah/2024-12-22,140304.79999903735
Daging Sapi Murni/Sulawesi Tengah/2024-12-23,140239.46112672111
Daging Sapi Murni/Sulawesi Tengah/2024-12-24,141538.13572097782
Daging Sapi Murni/Sulawesi Tengah/2024-12-25,141544.94310470752
Daging Sapi Murni/Sulawesi Tengah/2024-12-26,141435.31163216542
Daging Sapi Murni/Sulawesi Tengah/2024-12-27,141402.94918253372
Daging Sapi Murni/Sulawesi Tengah/2024-12-28,141616.31829985164
Daging Sapi Murni/Sulawesi Tengah/2024-12-29,141523.14566251653
Daging Sapi Murni/Sulawesi Tengah/2024-12-30,141420.22581289068
Daging Sapi Murni/Sulawesi Tengah/2024-12-31,141474.6431131046
